target_gene	experiment_type	cell_line	gene_silencing_series	experiment_id	experiment_doi	sample_id	rin	read_depth	bio_rep	tech_rep	sex	age	life_stage	gene_quantification_id	file_format	output_type	genome_annotation	mapped_run_type	lab	assay	cellosaurus	biosample	document	biosample_alias	nucleic_acid_type	extraction_method	fragmentation_method	size_selection_method	strand_specificity	Splicing_regulation	Spliceosome	Exon_junction_complex	NMD
PRPF4	control	HepG2	ENCSR360MWJ	ENCSR093ERJ	10.17989/ENCSR093ERJ	ENCFF951ZGS	10	13374907	1	1_1	male	15	child	ENCFF431CSO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF4	control	HepG2	ENCSR360MWJ	ENCSR093ERJ	10.17989/ENCSR093ERJ	ENCFF008VSN	9.6	13735221	2	2_1	male	15	child	ENCFF867AGP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF4	case	K562	ENCSR810PUY	ENCSR363QIA	10.17989/ENCSR363QIA	ENCFF120WKE	8.8	22315891	1	1_1	female	53	adult	ENCFF495YML	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB331KSX	/documents/14dfb576-c1e2-4914-8601-bd20d42d7177/	PRPF4-BGKLV38-63C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF4	case	K562	ENCSR810PUY	ENCSR363QIA	10.17989/ENCSR363QIA	ENCFF476VOR	8.9	28863121	2	2_1	female	53	adult	ENCFF578NJX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB717XEG	/documents/34cca895-4bc6-4719-b72b-8545227eaadc/	PRPF4-BGKLV38-64C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF4	control	K562	ENCSR810PUY	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF059NNE	9.2	25433077	2	2_1	female	53	adult	ENCFF416LPZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF4	control	K562	ENCSR810PUY	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF607DWM	9.7	18523362	1	1_1	female	53	adult	ENCFF767DNH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	1	0	0
PRPF6	case	HepG2	ENCSR196YEP	ENCSR529QEZ	10.17989/ENCSR529QEZ	ENCFF502BSV	9.4	26031704	1	1_1	male	15	child	ENCFF628IGJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB466HKN	/documents/d5bf6ae1-bfae-4e6e-a9be-28f50b8a9b33/	PRPF6_BGHLV14-31	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	case	HepG2	ENCSR196YEP	ENCSR529QEZ	10.17989/ENCSR529QEZ	ENCFF796SOZ	9.5	25058537	2	2_1	male	15	child	ENCFF115CIE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB257QDM	/documents/86a7a1c1-8fa0-4829-8f9f-a93c78a0f83e/	PRPF6_BGHLV14-32	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	control	HepG2	ENCSR196YEP	ENCSR491FOC	10.17989/ENCSR491FOC	ENCFF055FJV	9.4	27706727	1	1_1	male	15	child	ENCFF803IXT	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	control	HepG2	ENCSR196YEP	ENCSR491FOC	10.17989/ENCSR491FOC	ENCFF566QZD	9.5	24857892	2	2_1	male	15	child	ENCFF412VND	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	case	K562	ENCSR985AIG	ENCSR783LUA	10.17989/ENCSR783LUA	ENCFF087ILB	9.2	24797359	1	1_1	female	53	adult	ENCFF599LMH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB251LHH	/documents/63c92964-8598-4072-b0b7-f6ec37c85891/	PRPF6_BGKLV13_10	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	case	K562	ENCSR985AIG	ENCSR783LUA	10.17989/ENCSR783LUA	ENCFF718GIT	9.6	24441897	2	2_1	female	53	adult	ENCFF480MUJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB368QAO	/documents/3c0fd150-f50e-40b4-9c92-88cd0c265ad9/	PRPF6_BGKLV13_9	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	control	K562	ENCSR985AIG	ENCSR815CVQ	10.17989/ENCSR815CVQ	ENCFF775PQE	9.5	21164790	1	1_1	female	53	adult	ENCFF035LMI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PRPF6	control	K562	ENCSR985AIG	ENCSR815CVQ	10.17989/ENCSR815CVQ	ENCFF397FHE	9.3	22138396	2	2_1	female	53	adult	ENCFF592ASF	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PSIP1	case	HepG2	ENCSR513SYG	ENCSR744YVR	10.17989/ENCSR744YVR	ENCFF672ZDT	8.5	29063111	2	2_1	male	15	child	ENCFF104QWX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB336EFN	/documents/a78bf8ae-4bfa-446d-ac4a-35a99392cb0d/	PSIP1_BGHLV18_44	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	case	HepG2	ENCSR513SYG	ENCSR744YVR	10.17989/ENCSR744YVR	ENCFF797DYZ	9.3	28185632	1	1_1	male	15	child	ENCFF981JUB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB717PRE	/documents/3c716783-d48a-4415-95fa-f5597a6a4551/	PSIP1_BGHLV18_43	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	control	HepG2	ENCSR513SYG	ENCSR674KEK	10.17989/ENCSR674KEK	ENCFF675TNO	9.8	15315045	1	1_1	male	15	child	ENCFF329VAD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	control	HepG2	ENCSR513SYG	ENCSR674KEK	10.17989/ENCSR674KEK	ENCFF432OLY	9.6	26886748	2	2_1	male	15	child	ENCFF585ERV	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	case	K562	ENCSR157QFT	ENCSR611LQB	10.17989/ENCSR611LQB	ENCFF763BGL	9.5	27134360	1	1_1	female	53	adult	ENCFF782TUM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB901CBE	/documents/440a97a9-33e8-4024-bf99-53b8b6e6eabd/	PSIP1_BGKLV21_45_17582	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	case	K562	ENCSR157QFT	ENCSR611LQB	10.17989/ENCSR611LQB	ENCFF059RVP	9.5	14372917	2	2_1	female	53	adult	ENCFF744ZZL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB492QKR	/documents/3eb301a6-c9a9-45b4-943b-09617c257516/	PSIP1_BGKLV21_46_17583	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	control	K562	ENCSR157QFT	ENCSR572FFX	10.17989/ENCSR572FFX	ENCFF560GIH	10	24101495	2	2_1	female	53	adult	ENCFF655TJE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PSIP1	control	K562	ENCSR157QFT	ENCSR572FFX	10.17989/ENCSR572FFX	ENCFF115TTN	9.8	21251631	1	1_1	female	53	adult	ENCFF104BOO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	case	HepG2	ENCSR526EYK	ENCSR064DXG	10.17989/ENCSR064DXG	ENCFF707AEZ	9.6	21205496	1	1_1	male	15	child	ENCFF035CXU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB877VPD	/documents/61dccb30-bc6d-4049-bc6f-3dba2222acc3/	PTBP1-BGHLV12-59	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	case	HepG2	ENCSR526EYK	ENCSR064DXG	10.17989/ENCSR064DXG	ENCFF125RUG	9.5	35148355	2	2_1	male	15	child	ENCFF140JMY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB214ONW	/documents/44fe8cb2-bcf0-4799-b727-dab6043e9efb/	PTBP1-BGHLV12-60	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	control	HepG2	ENCSR526EYK	ENCSR603TCV	10.17989/ENCSR603TCV	ENCFF709LHN	9.5	40379990	1	1_1	male	15	child	ENCFF597DBP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	control	HepG2	ENCSR526EYK	ENCSR603TCV	10.17989/ENCSR603TCV	ENCFF613CGT	9.5	30802309	2	2_1	male	15	child	ENCFF381REI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	case	K562	ENCSR445NMP	ENCSR527IVX	10.17989/ENCSR527IVX	ENCFF556DIN	9.1	28793900	1	1_1	female	53	adult	ENCFF075OME	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB663UDQ	/documents/13dc2951-e068-4671-a068-935d1afaaec4/	PTBP1-LV11-35	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	case	K562	ENCSR445NMP	ENCSR527IVX	10.17989/ENCSR527IVX	ENCFF006ZOW	9.2	27522009	2	2_1	female	53	adult	ENCFF896CIS	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB734AEK	/documents/3ad75155-19c5-40e4-b2eb-55e223b62f06/	PTBP1-LV11-36	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	control	K562	ENCSR445NMP	ENCSR129RWD	10.17989/ENCSR129RWD	ENCFF487ZNA	9	28510158	1	1_1	female	53	adult	ENCFF587DSG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PTBP1	control	K562	ENCSR445NMP	ENCSR129RWD	10.17989/ENCSR129RWD	ENCFF264WCX	9.2	29426768	2	2_1	female	53	adult	ENCFF774RTC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
PUF60	case	HepG2	ENCSR979YNN	ENCSR648BSC	10.17989/ENCSR648BSC	ENCFF083NFB	9.2	24704271	1	1_1	male	15	child	ENCFF790PVL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB209SSI	/documents/02d0b025-7600-4800-a9f4-9f3029b056ce/	PUF60-BGHLV23-31	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	case	HepG2	ENCSR979YNN	ENCSR648BSC	10.17989/ENCSR648BSC	ENCFF985RTQ	9.7	26059760	2	2_1	male	15	child	ENCFF932EPG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB492PLL	/documents/d13d4faf-1c0c-4bc9-bb21-ae112e3bd880/	PUF60-BGHLV23-32	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	control	HepG2	ENCSR979YNN	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF819ILY	9.7	53622196	1	1_1	male	15	child	ENCFF448TCG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	control	HepG2	ENCSR979YNN	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF309FMB	9.6	26620965	2	2_1	male	15	child	ENCFF398YUO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	case	K562	ENCSR294TLQ	ENCSR558XNA	10.17989/ENCSR558XNA	ENCFF171KHE	9.6	34361550	2	2_1	female	53	adult	ENCFF461EMF	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB576CDW	/documents/25dc44b1-c2b3-4ca0-a8c3-eda544561d6a/	PUF60-BGKLV25-44	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	case	K562	ENCSR294TLQ	ENCSR558XNA	10.17989/ENCSR558XNA	ENCFF632IRO	9.5	68166061	1	1_1	female	53	adult	ENCFF682SFK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB272GWS	/documents/9af9a997-3e31-4849-a5e7-806de3f26a59/	PUF60-BGKLV25-43	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	control	K562	ENCSR294TLQ	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF977FSW	10	35617336	1	1_1	female	53	adult	ENCFF585BAL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUF60	control	K562	ENCSR294TLQ	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF402BSL	9.9	85668137	2	2_1	female	53	adult	ENCFF643OYR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
PUM1	case	HepG2	ENCSR674VQM	ENCSR945XKW	10.17989/ENCSR945XKW	ENCFF249MMH	9.7	27566972	2	2_1	male	15	child	ENCFF369HED	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB635VFD	/documents/0c6dd45a-b67c-4d2a-9efc-651edaff6163/	PUM1-BGHLV23-34	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	case	HepG2	ENCSR674VQM	ENCSR945XKW	10.17989/ENCSR945XKW	ENCFF514EFX	9.8	32170107	1	1_1	male	15	child	ENCFF409JYL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB273BQY	/documents/0194637a-14e1-45c1-bc00-ece88b2c3106/	PUM1-BGHLV23-33	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	control	HepG2	ENCSR674VQM	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF819ILY	9.7	53622196	1	1_1	male	15	child	ENCFF448TCG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	control	HepG2	ENCSR674VQM	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF309FMB	9.6	26620965	2	2_1	male	15	child	ENCFF398YUO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	case	K562	ENCSR449VKZ	ENCSR745WVZ	10.17989/ENCSR745WVZ	ENCFF582JDM	9.6	52558959	1	1_1	female	53	adult	ENCFF472FDP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB404RRN	/documents/c157ed0f-85cf-429b-a3d1-2ff686400a10/	PUM1-BGKLV25-45	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	case	K562	ENCSR449VKZ	ENCSR745WVZ	10.17989/ENCSR745WVZ	ENCFF890GWU	9.8	70547574	2	2_1	female	53	adult	ENCFF956KGN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB623ENB	/documents/a4ac3fc3-4160-4518-bed8-b2be6ee9fb78/	PUM1-BGKLV25-46	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	control	K562	ENCSR449VKZ	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF977FSW	10	35617336	1	1_1	female	53	adult	ENCFF585BAL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM1	control	K562	ENCSR449VKZ	ENCSR620PUP	10.17989/ENCSR620PUP	ENCFF402BSL	9.9	85668137	2	2_1	female	53	adult	ENCFF643OYR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM2	case	HepG2	ENCSR721OFF	ENCSR210DML	10.17989/ENCSR210DML	ENCFF057SPW	9.8	29476059	1	1_1	male	15	child	ENCFF895DVL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB461DVA	/documents/e92ef340-6b7b-4dc2-93c6-1fe502540a26/	PUM2-BGHLV23-35	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM2	case	HepG2	ENCSR721OFF	ENCSR210DML	10.17989/ENCSR210DML	ENCFF047WCV	9.9	28264469	2	2_1	male	15	child	ENCFF418XVH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB776TFZ	/documents/83c43937-e351-4781-ab11-6c6b520cd74e/	PUM2-BGHLV23-36	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM2	control	HepG2	ENCSR721OFF	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF819ILY	9.7	53622196	1	1_1	male	15	child	ENCFF448TCG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM2	control	HepG2	ENCSR721OFF	ENCSR042QTH	10.17989/ENCSR042QTH	ENCFF309FMB	9.6	26620965	2	2_1	male	15	child	ENCFF398YUO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
PUM2	case	K562	ENCSR064PGJ	ENCSR118XYK	10.17989/ENCSR118XYK	ENCFF596IIJ	9.8	55357495	1	1_1	female	53	adult	ENCFF697DTC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB403XUO	/documents/1bd6c714-f207-4fcd-afc5-307fdc751ea0/	PUM2-BGKLV25-47	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
